Cluster ID,Link Score,source file,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2 
2333,0.5238095,0,1900,chapin_dfss_providers_2011_070212.csv,YMCA OF METROPOLITAN CHICAGO RAUNER,2700 S WESTERN AVE ,60608,8473115,,,,,,,YMCA OF METROPOLITAN CHICAGO,LOWER WEST SIDE,,,,,Sonya Sifuentes,Yes,Yes,Yes,"4167IT(Child Care IT Center), 4170PS(HS Collaboration with C",,,,,,,,,
2332,0.5238095,0,1901,chapin_dfss_providers_2011_070212.csv,YMCA OF METROPOLITAN CHICAGO SOUTH CHICAGO,3039 E 91ST STREET ,60617,7219100,,,,,,,YMCA OF METROPOLITAN CHICAGO,SOUTH CHICAGO,,,,,Sherry Ceroomes,Yes,No,Yes,"2694IT(Child Care IT Center), 7095PS(HS Collaboration with C",,,,,,,,,
2331,0.5238095,0,1902,chapin_dfss_providers_2011_070212.csv,YMCA OF METROPOLITAN CHICAGO SOUTH SIDE,6330 S STONY ISLAND ,60637,7739470,,,,,,,YMCA OF METROPOLITAN CHICAGO,WOODLAWN,,,,,Bobbie Dickens,Yes,Yes,Yes,"2695IT(Child Care IT Center), 7144PS(HS Collaboration with C",,,,,,,,,
2330,0.5238095,0,1903,chapin_dfss_providers_2011_070212.csv,YMCA OF METROPOLITAN CHICAGO WABASH,3763 S WABASH AVE ,60653,2850020,,,,,,,YMCA OF METROPOLITAN CHICAGO,DOUGLAS,,,,,LaVonna Loving,No,No,Yes,2133SA(School Age (SA)),,,,,,,,,
2329,0.5238095,0,1904,DFSS_AgencySiteLies_2012.csv,Abraham Lincoln Center Abraham-Lincoln,3858 S. Cottage Grove ,60654,2851390,,,,,,,Abraham Lincoln Center,,,,,,,,,,,www.abelink.org,Zirl Smith,Rosalyn Lee,,,,,,
2328,0.5238095,0,1905,DFSS_AgencySiteLies_2012.csv,Abraham Lincoln Center Lincoln Roseland,7 E. 119th St. ,60628,2647633,,,,,,,Abraham Lincoln Center,,,,,,,,,,,www.abelink.org,Zirl Smith,Barbara Woods,,,,,,
2327,0.5238095,0,1906,DFSS_AgencySiteLies_2012.csv,Abraham Lincoln Center Lincoln/King,4314 S. Cottage Grove ,60653,7472310,,,,,,,Abraham Lincoln Center,,,,,,,,,,,www.abelink.org,Zirl Smith,Keita King,,,,,,
2326,0.5238095,0,1907,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services Albany Location",5954 S Albany ,60629,7377810,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Mildred Burnside,,,,,,
2325,0.5238095,0,1908,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services Children's Center (Halsted)",12803 S Halsted ,60628,2645171,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Rosalyn Patton,,,,,,
2324,0.5238095,0,1909,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services Little Genius",11439 S Michigan Ave. ,60628,6298091,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Vera Webbs,,,,,,
2322,0.5238095,0,1910,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services Little Hands",7146 S Ashland Ave. ,60636,4710662,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Lafredia Hobson,,,,,,
2321,0.5238095,0,1911,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services McKinley-Ersula Howard",7222 S. Exchange ,60649,2219711,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Joni Rudds,,,,,,
2320,0.5238095,0,1912,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services McKinley-Maggie Drummond",4301 S. Wabash ,60653,3738200,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Lyris Clark,,,,,,
2319,0.5238095,0,1913,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services McKinley-Roseland",11410 S. Edbrooke ,60628,4681918,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Anna Luna,,,,,,
2318,0.5238095,0,1914,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services McKinley-Trumbull Park",10530 S. Oglesby ,60617,9785341,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Damita Collins,,,,,,
2317,0.5238095,0,1915,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services McKinley-Wright Renaissance",7939 S. Western ,60620,4768805,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Corllis Wright,,,,,,
2316,0.5238095,0,1916,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services Montessori Academy",11025 S Halsted Ave. ,60628,2810069,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Gloria Walker,,,,,,
2315,0.5238095,0,1917,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services Stepping Stones CCC",1300 E 75th St. ,60619,4930000,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Dr. Nelda Jones,,,,,,
2314,0.5238095,0,1918,DFSS_AgencySiteLies_2012.csv,"Albany Park Community
Center Ainslie",3401 W. Ainslie ,60625,5395907,,,,,,,"Albany Park Community
Center",,,,,,,,,,,www.apcc-chgo.org,Harold Rice,John DeJulio,,,,,,
2313,0.5238095,0,1919,DFSS_AgencySiteLies_2012.csv,"Albany Park Community
Center Kimball",5121 N. Kimball ,60625,5095657,,,,,,,"Albany Park Community
Center",,,,,,,,,,,www.apcc-chgo.org,Harold Rice,Eve Volin,,,,,,
2311,0.5238095,0,1920,DFSS_AgencySiteLies_2012.csv,"Appeal for Charities and
Goodwill Appeals for Charities",50 W. 71st St ,60621,6515400,,,,,,,"Appeal for Charities and
Goodwill",,,,,,,,,,,,P.A. Onsei-Bonsu,Charlotte Osei-Bonsu,,,,,,
2310,0.5238095,0,1921,DFSS_AgencySiteLies_2012.csv,BBF Family Services BBF Family Service,1512 S. Pulaski ,60623,2779582,,,,,,,BBF Family Services,,,,,,,,,,,www.betterboys.org,,,,,,,,
2309,0.5238095,0,1922,DFSS_AgencySiteLies_2012.csv,Beacon Therapeutic Beacon Therapeutic,1912 W 103rd St ,60643,2981243,,,,,,,Beacon Therapeutic,,,,,,,,,,,www.beacon-therapeutic.org,Susan Reyna-Guerrero,Susan Reyna-Guerrero,,,,,,
2308,0.5238095,0,1923,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Daley College",7500 S Pulaski Rd. ,60652,8387562,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Marcey Reyes,,,,,,
2307,0.5238095,0,1924,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Kennedy-King College",710 W 65th Building Z ,60621,6025481,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Guadalupe Pacias,,,,,,
2306,0.5238095,0,1925,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Malcolm X College",1900 W. Van Buren ,60612,8507176,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Aisha Ruther,,,,,,
2305,0.5238095,0,1926,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Olive-Harvey College",10001 S. Woodlawn ,60628,2916317,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Tiffany Carter,,,,,,
2304,0.5238095,0,1927,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Truman College",1145 W. Wilson Ave ,60640,8784740,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Dexter Smith,,,,,,
2303,0.5238095,0,1928,DFSS_AgencySiteLies_2012.csv,"Carole Robertson Center
For Learning Carole  Robertson Center-2929",2929 W. 19th St. ,60623,5211600,,,,,,,"Carole Robertson Center
For Learning",,,,,,,,,,,www.crcl.net,Gail Nelson,Ruby Walker,,,,,,
2302,0.5238095,0,1929,DFSS_AgencySiteLies_2012.csv,"Carole Robertson Center
For Learning Carole Robertson Center -
3701(OGDEN)",3701 W. Ogden ,60623,5228400,,,,,,,"Carole Robertson Center
For Learning",,,,,,,,,,,www.crcl.net,Gail Nelson,Tracey Young,,,,,,
2300,0.5238095,0,1930,DFSS_AgencySiteLies_2012.csv,"Carole Robertson Center
For Learning Carole Robertson Center-2020",2020 W. Roosevlet Rd ,60608,2437300,,,,,,,"Carole Robertson Center
For Learning",,,,,,,,,,,www.crcl.net,Gail Nelson,Betty Lee,,,,,,
2299,0.5238095,0,1931,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Chicago Lawn",3001 W. 59th St. ,60629,9251085,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Virginia Carrillo,,,,,,
2298,0.5238095,0,1932,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Grace Mission",5332 S. Western ,60609,4761990,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Francine Johnson,,,,,,
2297,0.5238095,0,1933,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Our Lady of Lourdes",1449 S. Keeler ,60623,5213126,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Deborah O'Brien,,,,,,
2296,0.5238095,0,1934,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Our Lady of Tepeyac",2414 S. Albany ,60623,2775888,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Petra Gutierrez,,,,,,
2295,0.5238095,0,1935,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago St. Joseph",4800 S. Paulina ,60609,9272524,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Janice  Williams,,,,,,
2294,0.5238095,0,1936,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Altgeld I,941 E. 132nd St. ,60627,4683055,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Gloria Lawson,,,,,,
2293,0.5238095,0,1937,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Effie Ellis,4301 S Cottage Grove ,60653,5489839,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Valerie Jones,,,,,,
2292,0.5238095,0,1938,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Ida B. Wells at Dawson,3901 S. State ,60609,5367864,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Carolyn Terry,,,,,,
2291,0.5238095,0,1939,DFSS_AgencySiteLies_2012.csv,Chicago Child Care Society Chicago Child Care Society,5467 S University Ave ,60615,6430452,,,,,,,Chicago Child Care Society,,,,,,,,,,,www.cccsociety.org,Pamela Flowers-Thomas,Elizabeth Rogers,,,,,,
2289,0.5238095,0,1940,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association A-Z Mall World",2629 S Lawndale ,60623,77352211561150,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,,,,,,,
2288,0.5238095,0,1941,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Betty's Daycare Academy",5725 W Chicago Ave ,60651,2611433,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Betty Hughes,,,,,,
2287,0.5238095,0,1942,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Chicago Urban Daycare",1248 W 69th St ,60636,4833555,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Rene Jordan,,,,,,
2286,0.5238095,0,1943,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Children's World",3356 S. Ashland ,60609,5230100,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Paula Montilla,,,,,,
2285,0.5238095,0,1944,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Computer Preschool Academy",1400 W Garfield Blvd ,60609,6275000,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Paris Woody,,,,,,
2284,0.5238095,0,1945,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Diversey Day Care","3007 W Diversey, Chicago ",60647,3427777,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sharon Holiday,,,,,,,,
2283,0.5238095,0,1946,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Eyes on the Future",6969 N. Ravenswood ,60626,9730771,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Azieb  Gebrehiiwet,,,,,,
2282,0.5238095,0,1947,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Guadalupano Family Center",1814 S. Paulina ,60639,6663883,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Esmeralda Arroyo,,,,,,
2281,0.5238095,0,1948,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Joyful Noise Day Care",4843 W North Ave ,60639,2525990,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Maria Gonzalez,,,,,,
2280,0.5238095,0,1949,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Kiddie Garden Little Angels",4235 S Kedzie Ave ,60632,3928199,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sandra McPherson,,,,,,
2278,0.5238095,0,1950,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Kimball Day Care",1636 N Kimball Ave ,60647,2357200,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Alberta Varda,,,,,,
2277,0.5238095,0,1951,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Little People's Day Care",7428 N Rogers Ave ,60626,7612305,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Reyna Nava,,,,,,
2276,0.5238095,0,1952,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Los Pequenos Angelitos",3711 W 55th St ,60632,7355827,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Angeles Nunez,,,,,,
2275,0.5238095,0,1953,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association My Precious Little Angels",7012 W North Ave ,60707,6371708,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Doris Gadberry,,,,,,
2274,0.5238095,0,1954,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Nia Family Center",744 N. Monticello ,60612,7220115,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Erica Barbara,,,,,,
2273,0.5238095,0,1955,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Panda Montessori",6921 N. Ridge ,60645,3386755,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Angela Perry,,,,,,
2272,0.5238095,0,1956,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Paulo Freire",1653 W. 43rd St ,60609,8266260,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Nilda Vargas,,,,,,
2271,0.5238095,0,1957,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Rainbow Daycare",3250 W Irving Park Rd ,60618,4788182,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,James Limson,,,,,,
2270,0.5238095,0,1958,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association St Catherine's - St. Lucy School",27 Washington Oak Park IL 60302,,3865286,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sister Marion Cypser,,,,,,,,
2269,0.5238095,0,1959,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Taylor Center for New
Experiences",1633 N. Hamlin ,60647,2278551,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Vanessa Powell,,,,,,
2267,0.5238095,0,1960,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Tots Express Learning Center",1705 E 87th St ,60617,7218687,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Clara Cureton,,,,,,
2266,0.5238095,0,1961,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association V & J Day Care Center",1 E 113th St ,60628,7853940,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Reaver Barlow-Bell,,,,,,
2265,0.5238095,0,1962,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Aldridge, Ira F.",630 E. 131st St. ,60827,5355614,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Vincent Payne,,,,,,
2264,0.5238095,0,1963,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Altgeld, John P.",7007 S. Loomis ,60636,5353250,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Gloria Davis,,,,,,
2263,0.5238095,0,1964,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Azuela, Mariano",4707 W. Marquette ,60629,5357395,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Carmen Navarro,,,,,,
2262,0.5238095,0,1965,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Barton, Clara",7650 S. Wolcott Ave ,60620,5353260,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Frank Gettridge,,,,,,
2261,0.5238095,0,1966,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Beethoven, Ludwig V.",25 W. 47th St. ,60609,5351480,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Dyrice Garner,,,,,,
2260,0.5238095,0,1967,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Beidler, Jacob",3151 W. Walnut ,60612,5346811,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr Charles Anderson,,,,,,
2259,0.5238095,0,1968,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bethune, Mary McLeod",3033  W. Arthington ,60612,5346890,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Zipporah Hightower,,,,,,
2258,0.5238095,0,1969,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bond, Carrie Jacobs","7050 S. May, Chicago ",60621,5353480,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Valesta Cobbs,,,,,,,,
2256,0.5238095,0,1970,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bradwell, Myra",7736 S. Burnham ,60649,5356600,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Bennette/Kimberly Henderson,,,,,,
2255,0.5238095,0,1971,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Brown, Ronald",12607 S Union ,60628,5355385,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Gale Baker,,,,,,
2254,0.5238095,0,1972,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Brunson Math & Science, Milton",932 N. Central ,60651,5346025,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Carol Wilson,,,,,,
2253,0.5238095,0,1973,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Burke, Edmond",5356 S. King Dr ,60615,5351325,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Nicholas Gaines,,,,,,
2252,0.5238095,0,1974,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cameron, Daniel R.",1234 N. Monticello ,60651,5344290,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Stephen D Harden,,,,,,
2251,0.5238095,0,1975,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cardenas, Lazaro",2345 S. Millard ,60623,5341475,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Jeremy Feiwell,,,,,,
2250,0.5238095,0,1976,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Carson, Rachel",5516 S. Mapplewood Ave ,60629,5359222,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Javier Arriola-Lopez,,,,,,
2249,0.5238095,0,1977,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cather, Willa",2908 W. Washington Blvd. ,60612,5346780,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Hattie B. King,,,,,,
2248,0.5238095,0,1978,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Chalmers, Thomas",2745 W. Roosevelt ,60608,5341720,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Kent Nolen,,,,,,
2247,0.5238095,0,1979,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Chase Elementary,2021 N. Point St ,60647,5344185,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Raquel Saucedo,,,,,,
2245,0.5238095,0,1980,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Chopin, Frederic",2450 W. Rice ,60622,5344080,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Antuanette  Mester,,,,,,
2244,0.5238095,0,1981,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Claremont Math and Science
Academy",2300 W. 64th St. ,60636,5358110,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Rebecca L. Stinson,,,,,,
2243,0.5238095,0,1982,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cockrell, Oneida",30 East 61st Street ,60637,5350650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rashid Shabazz,,,,,,
2242,0.5238095,0,1983,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cooper Dual Language
Academy, Peter",1624 W. 19th Street ,60608,5347205,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Martha Monrroy,,,,,,
2241,0.5238095,0,1984,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Corkery, Daniel",2510 S Kildare Ave ,60623,5341650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Bertha Arredondo,,,,,,
2240,0.5238095,0,1985,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Curtis, George W.",32 East 115th Street ,60628,5355050,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Evelyn Robbins,,,,,,
2239,0.5238095,0,1986,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Daley, Richard J.",5024 S Wolcott Ave ,60609,5359091,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rhonda Hoskins,,,,,,
2238,0.5238095,0,1987,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Davis, Nathan",3014 W. 39th Place ,60632,5354540,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Santos Gomez,,,,,,
2237,0.5238095,0,1988,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Deneen, Charles S.",7257 S. State ,60619,5353035,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Annise Lewis,,,,,,
2236,0.5238095,0,1989,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools DePriest, Oscar",139 S Parkside Ave ,60639,5346800,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Minnie Watson,,,,,,
2234,0.5238095,0,1990,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dett, R. Nathaniel",2306 West Maypole ,60612,5347160,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Deborah J. Bonner,,,,,,
2233,0.5238095,0,1991,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dodge Renaissance Academy, Mary Mapes",2651 West Washington ,60612,5346640,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Edward Morris/Debra Moriarty,,,,,,
2232,0.5238095,0,1992,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Doolittle, James R.",535 East 35th Street ,60653,5351040,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Lauren Norwood,,,,,,
2231,0.5238095,0,1993,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dulles, John Foster",6311 South Calumet ,60637,5350690,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Pamela Creed,,,,,,
2230,0.5238095,0,1994,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dvorak Math & Science Tech
Academy, Anton",3615 West 16th ,60623,5341690,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Alma Thompson,,,,,,
2229,0.5238095,0,1995,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Eberhart, John F.",3400 W 65th Pl. ,60629,5359190,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Nneka Gunn,,,,,,
2228,0.5238095,0,1996,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Edwards, Richard",4950 S. LaPorte ,60632,5352000,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Judith Sauri,,,,,,
2227,0.5238095,0,1997,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ellington, Edward ""Duke"" K.",243 North Parkside ,60644,5346361,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Shirley M. Scott,,,,,,
