Cluster ID,Link Score,source file,Cluster ID,Link Score,source file,Id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud 
595,0.50158757,0,595,0.50158757,0,462,1,CASH_IN,141131.23,C576894497,2277937.72,2419068.96,C985934102,1419464.36,971418.91,0,0
594,0.50158757,0,594,0.50158757,0,463,1,CASH_IN,222711.47,C2123533871,2419068.96,2641780.43,C1590550415,1.67E+07,1.92E+07,0,0
593,0.50158757,0,593,0.50158757,0,464,1,CASH_IN,84980.31,C16148478,2641780.43,2726760.74,C1335050193,165879.75,353532.56,0,0
592,0.50158757,0,592,0.50158757,0,465,1,CASH_IN,628719.07,C2022689531,2726760.74,3355479.81,C1359044626,1484768.73,16518.36,0,0
591,0.50158757,0,591,0.50158757,0,466,1,CASH_IN,79285.8,C1340848245,3355479.81,3434765.61,C1170794006,4856516.62,22190.99,0,0
590,0.50158757,0,590,0.50158757,0,467,1,CASH_IN,57809.81,C635610193,3434765.61,3492575.42,C1454031203,59666,0,0,0
589,0.50158757,0,589,0.50158757,0,468,1,CASH_IN,75043.17,C379121284,3492575.42,3567618.59,C1511785794,156547,0,0,0
588,0.50158757,0,588,0.50158757,0,469,1,CASH_IN,248196.92,C281421502,3567618.59,3815815.51,C1297685781,318051.05,16997.22,0,0
586,0.50158757,0,586,0.50158757,0,470,1,CASH_IN,18851.44,C50072771,3815815.51,3834666.95,C215145189,47330.55,1891.79,0,0
585,0.50158757,0,585,0.50158757,0,471,1,CASH_IN,403418.39,C848097505,3834666.95,4238085.34,C1286084959,1801028.99,2107778.11,0,0
584,0.50158757,0,584,0.50158757,0,472,1,CASH_IN,235564.81,C1672598778,4238085.34,4473650.15,C451111351,2676738.75,3940085.21,0,0
583,0.50158757,0,583,0.50158757,0,473,1,CASH_IN,32325.24,C1122233828,4473650.15,4505975.39,C1068824137,158866.76,265092.36,0,0
582,0.50158757,0,582,0.50158757,0,474,1,CASH_IN,345347.7,C538667887,4505975.39,4851323.08,C240650537,355417.92,0,0,0
581,0.50158757,0,581,0.50158757,0,475,1,CASH_IN,355500.25,C1967496309,4851323.08,5206823.33,C766572210,1166753.44,0,0,0
580,0.50158757,0,580,0.50158757,0,476,1,CASH_IN,103005.78,C406749219,5206823.33,5309829.12,C716157500,114836.85,4894.45,0,0
579,0.50158757,0,579,0.50158757,0,477,1,CASH_IN,108803.98,C1173340685,5309829.12,5418633.09,C766572210,811253.19,0,0,0
578,0.50158757,0,578,0.50158757,0,478,1,CASH_IN,259753.27,C1045731788,5418633.09,5678386.36,C1209271652,260112.48,0,0,0
577,0.50158757,0,577,0.50158757,0,479,1,CASH_IN,234094.24,C1739267143,5678386.36,5912480.6,C985934102,1278333.12,971418.91,0,0
575,0.50158757,0,575,0.50158757,0,480,1,CASH_IN,273305.73,C192456457,5912480.6,6185786.33,C1023714065,1237985,1412484.09,0,0
574,0.50158757,0,574,0.50158757,0,481,1,CASH_IN,186838.95,C817689537,6185786.33,6372625.28,C736709391,418838.5,46820.71,0,0
573,0.50158757,0,573,0.50158757,0,482,1,CASH_IN,193161.04,C708613859,6372625.28,6565786.32,C451111351,2441173.94,3940085.21,0,0
572,0.50158757,0,572,0.50158757,0,483,1,CASH_IN,152823.85,C365625031,6565786.32,6718610.17,C1789550256,1202635.39,4619798.56,0,0
571,0.50158757,0,571,0.50158757,0,484,1,CASH_IN,91457.82,C1531200408,6718610.17,6810067.99,C1509514333,662260.23,2415.16,0,0
570,0.50158757,0,570,0.50158757,0,485,1,CASH_IN,277807.48,C212963786,6810067.99,7087875.47,C1531333864,907460.33,55974.56,0,0
569,0.50158757,0,569,0.50158757,0,486,1,CASH_IN,8679.13,C1123321137,7087875.47,7096554.61,C575335780,94438.08,52415.15,0,0
568,0.50158757,0,568,0.50158757,0,487,1,CASH_IN,2099.59,C685934,7096554.61,7098654.2,C1854778591,40471.79,0,0,0
567,0.50158757,0,567,0.50158757,0,488,1,CASH_IN,221693.08,C2032909428,7098654.2,7320347.28,C1531333864,629652.85,55974.56,0,0
566,0.50158757,0,566,0.50158757,0,489,1,CASH_IN,206097.65,C2031377754,7320347.28,7526444.93,C564160838,1239101.5,1254956.07,0,0
564,0.50158757,0,564,0.50158757,0,490,1,CASH_IN,22384.21,C523211332,7526444.93,7548829.13,C459857341,42211,387263.02,0,0
563,0.50158757,0,563,0.50158757,0,491,1,CASH_IN,73210.99,C1280124872,7548829.13,7622040.12,C1435804085,79582.64,96.88,0,0
562,0.50158757,0,562,0.50158757,0,492,1,CASH_IN,236747.6,C1747053097,7622040.12,7858787.73,C757108857,390963.21,0,0,0
561,0.50158757,0,561,0.50158757,0,493,1,CASH_IN,6284.18,C864326906,7858787.73,7865071.9,C1749186397,328727.16,277515.05,0,0
560,0.50158757,0,560,0.50158757,0,494,1,CASH_IN,100198.77,C1348115836,7865071.9,7965270.68,C1750905143,336837.78,424250.45,0,0
559,0.50158757,0,559,0.50158757,0,495,1,CASH_IN,160347.32,C1972143064,7965270.68,8125617.99,C33524623,724867.22,1517262.16,0,0
558,0.50158757,0,558,0.50158757,0,496,1,CASH_IN,289272.75,C312168418,8125617.99,8414890.75,C75457651,413976.6,31469.78,0,0
557,0.50158757,0,557,0.50158757,0,497,1,CASH_IN,63189.26,C95369743,8414890.75,8478080,C1860513229,101925,0,0,0
556,0.50158757,0,556,0.50158757,0,498,1,CASH_IN,196725.32,C26928827,8478080,8674805.32,C451111351,2248012.9,3940085.21,0,0
555,0.50158757,0,555,0.50158757,0,499,1,PAYMENT,5882.32,C278476563,10252,4369.68,M1479909053,0,0,0,0
552,0.50158757,0,552,0.50158757,0,500,1,DEBIT,625.92,C615954678,30165,29539.08,C811587677,1042,0,0,0
551,0.50158757,0,551,0.50158757,0,501,1,PAYMENT,5937.72,C1926180325,21779,15841.28,M733461760,0,0,0,0
550,0.50158757,0,550,0.50158757,0,502,1,PAYMENT,9796.29,C1594039997,274658,264861.71,M1323531427,0,0,0,0
549,0.50158757,0,549,0.50158757,0,0,1,PAYMENT,9839.64,C1231006815,170136,160296.36,M1979787155,0,0,0,0
548,0.50158757,0,548,0.50158757,0,1,1,PAYMENT,1864.28,C1666544295,21249,19384.72,M2044282225,0,0,0,0
547,0.50158757,0,547,0.50158757,0,2,1,TRANSFER,181,C1305486145,181,0,C553264065,0,0,1,0
546,0.50158757,0,546,0.50158757,0,3,1,CASH_OUT,181,C840083671,181,0,C38997010,21182,0,1,0
545,0.50158757,0,545,0.50158757,0,4,1,PAYMENT,11668.14,C2048537720,41554,29885.86,M1230701703,0,0,0,0
544,0.50158757,0,544,0.50158757,0,5,1,PAYMENT,7817.71,C90045638,53860,46042.29,M573487274,0,0,0,0
543,0.50158757,0,543,0.50158757,0,6,1,PAYMENT,7107.77,C154988899,183195,176087.23,M408069119,0,0,0,0
541,0.50158757,0,541,0.50158757,0,7,1,PAYMENT,7861.64,C1912850431,176087.23,168225.59,M633326333,0,0,0,0
540,0.50158757,0,540,0.50158757,0,8,1,PAYMENT,4024.36,C1265012928,2671,0,M1176932104,0,0,0,0
539,0.50158757,0,539,0.50158757,0,9,1,DEBIT,5337.77,C712410124,41720,36382.23,C195600860,41898,40348.79,0,0
538,0.50158757,0,538,0.50158757,0,10,1,DEBIT,9644.94,C1900366749,4465,0,C997608398,10845,157982.12,0,0
537,0.50158757,0,537,0.50158757,0,11,1,PAYMENT,3099.97,C249177573,20771,17671.03,M2096539129,0,0,0,0
536,0.50158757,0,536,0.50158757,0,12,1,PAYMENT,2560.74,C1648232591,5070,2509.26,M972865270,0,0,0,0
535,0.50158757,0,535,0.50158757,0,13,1,PAYMENT,11633.76,C1716932897,10127,0,M801569151,0,0,0,0
534,0.50158757,0,534,0.50158757,0,14,1,PAYMENT,4098.78,C1026483832,503264,499165.22,M1635378213,0,0,0,0
533,0.50158757,0,533,0.50158757,0,15,1,CASH_OUT,229133.94,C905080434,15325,0,C476402209,5083,51513.44,0,0
532,0.50158757,0,532,0.50158757,0,16,1,PAYMENT,1563.82,C761750706,450,0,M1731217984,0,0,0,0
530,0.50158757,0,530,0.50158757,0,17,1,PAYMENT,1157.86,C1237762639,21156,19998.14,M1877062907,0,0,0,0
529,0.50158757,0,529,0.50158757,0,18,1,PAYMENT,671.64,C2033524545,15123,14451.36,M473053293,0,0,0,0
528,0.50158757,0,528,0.50158757,0,19,1,TRANSFER,215310.3,C1670993182,705,0,C1100439041,22425,0,0,0
527,0.50158757,0,527,0.50158757,0,20,1,PAYMENT,1373.43,C20804602,13854,12480.57,M1344519051,0,0,0,0
526,0.50158757,0,526,0.50158757,0,21,1,DEBIT,9302.79,C1566511282,11299,1996.21,C1973538135,29832,16896.7,0,0
525,0.50158757,0,525,0.50158757,0,22,1,DEBIT,1065.41,C1959239586,1817,751.59,C515132998,10330,0,0,0
524,0.50158757,0,524,0.50158757,0,23,1,PAYMENT,3876.41,C504336483,67852,63975.59,M1404932042,0,0,0,0
523,0.50158757,0,523,0.50158757,0,24,1,TRANSFER,311685.89,C1984094095,10835,0,C932583850,6267,2719172.89,0,0
522,0.50158757,0,522,0.50158757,0,25,1,PAYMENT,6061.13,C1043358826,443,0,M1558079303,0,0,0,0
521,0.50158757,0,521,0.50158757,0,26,1,PAYMENT,9478.39,C1671590089,116494,107015.61,M58488213,0,0,0,0
519,0.50158757,0,519,0.50158757,0,27,1,PAYMENT,8009.09,C1053967012,10968,2958.91,M295304806,0,0,0,0
518,0.50158757,0,518,0.50158757,0,28,1,PAYMENT,8901.99,C1632497828,2958.91,0,M33419717,0,0,0,0
517,0.50158757,0,517,0.50158757,0,29,1,PAYMENT,9920.52,C764826684,0,0,M1940055334,0,0,0,0
516,0.50158757,0,516,0.50158757,0,30,1,PAYMENT,3448.92,C2103763750,0,0,M335107734,0,0,0,0
515,0.50158757,0,515,0.50158757,0,31,1,PAYMENT,4206.84,C215078753,0,0,M1757317128,0,0,0,0
514,0.50158757,0,514,0.50158757,0,32,1,PAYMENT,5885.56,C840514538,0,0,M1804441305,0,0,0,0
513,0.50158757,0,513,0.50158757,0,33,1,PAYMENT,5307.88,C1768242710,0,0,M1971783162,0,0,0,0
512,0.50158757,0,512,0.50158757,0,34,1,PAYMENT,5031.22,C247113419,0,0,M151442075,0,0,0,0
511,0.50158757,0,511,0.50158757,0,35,1,PAYMENT,24213.67,C1238616099,0,0,M70695990,0,0,0,0
510,0.50158757,0,510,0.50158757,0,36,1,PAYMENT,8603.42,C1608633989,253,0,M1615617512,0,0,0,0
508,0.50158757,0,508,0.50158757,0,37,1,PAYMENT,2791.42,C923341586,300481,297689.58,M107994825,0,0,0,0
507,0.50158757,0,507,0.50158757,0,38,1,PAYMENT,7413.54,C1470868839,297689.58,290276.03,M1426725223,0,0,0,0
506,0.50158757,0,506,0.50158757,0,39,1,PAYMENT,3295.19,C711197015,233633,230337.81,M1384454980,0,0,0,0
505,0.50158757,0,505,0.50158757,0,40,1,PAYMENT,1684.81,C1481594086,297,0,M1569435561,0,0,0,0
504,0.50158757,0,504,0.50158757,0,41,1,DEBIT,5758.59,C1466917878,32604,26845.41,C1297685781,209699,16997.22,0,0
503,0.50158757,0,503,0.50158757,0,42,1,CASH_OUT,110414.71,C768216420,26845.41,0,C1509514333,288800,2415.16,0,0
502,0.50158757,0,502,0.50158757,0,43,1,PAYMENT,7823.46,C260084831,998,0,M267814113,0,0,0,0
501,0.50158757,0,501,0.50158757,0,44,1,PAYMENT,5086.48,C598357562,0,0,M1593224710,0,0,0,0
500,0.50158757,0,500,0.50158757,0,45,1,PAYMENT,5281.48,C1440738283,152019,146737.52,M1849015357,0,0,0,0
499,0.50158757,0,499,0.50158757,0,46,1,PAYMENT,13875.98,C484199463,15818,1942.02,M2008106788,0,0,0,0
497,0.50158757,0,497,0.50158757,0,47,1,CASH_OUT,56953.9,C1570470538,1942.02,0,C824009085,70253,64106.18,0,0
496,0.50158757,0,496,0.50158757,0,48,1,CASH_OUT,5346.89,C512549200,0,0,C248609774,652637,6453430.91,0,0
495,0.50158757,0,495,0.50158757,0,49,1,PAYMENT,2204.04,C1615801298,586,0,M490391704,0,0,0,0
494,0.50158757,0,494,0.50158757,0,50,1,PAYMENT,2641.47,C460570271,23053,20411.53,M1653361344,0,0,0,0
493,0.50158757,0,493,0.50158757,0,51,1,CASH_OUT,23261.3,C2072313080,20411.53,0,C2001112025,25742,0,0,0
492,0.50158757,0,492,0.50158757,0,52,1,PAYMENT,2330.64,C816944408,203543,201212.36,M909132503,0,0,0,0
491,0.50158757,0,491,0.50158757,0,53,1,PAYMENT,1614.64,C912966811,41276,39661.36,M1792384402,0,0,0,0
490,0.50158757,0,490,0.50158757,0,54,1,PAYMENT,9164.71,C1458621573,47235.77,38071.06,M1658980982,0,0,0,0
489,0.50158757,0,489,0.50158757,0,55,1,PAYMENT,2970.97,C46941357,38071.06,35100.09,M1152606315,0,0,0,0
488,0.50158757,0,488,0.50158757,0,56,1,PAYMENT,38.66,C343345308,16174,16135.34,M1714688478,0,0,0,0
486,0.50158757,0,486,0.50158757,0,57,1,PAYMENT,2252.44,C104716441,1627,0,M1506951181,0,0,0,0
485,0.50158757,0,485,0.50158757,0,58,1,TRANSFER,62610.8,C1976401987,79114,16503.2,C1937962514,517,8383.29,0,0
484,0.50158757,0,484,0.50158757,0,59,1,DEBIT,5529.13,C867288517,8547,3017.87,C242131142,10206,0,0,0
483,0.50158757,0,483,0.50158757,0,60,1,CASH_OUT,82940.31,C1528834618,3017.87,0,C476800120,132372,49864.36,0,0
482,0.50158757,0,482,0.50158757,0,61,1,DEBIT,4510.22,C280615803,10256,5745.78,C1254526270,10697,0,0,0
481,0.50158757,0,481,0.50158757,0,62,1,DEBIT,8727.74,C166694583,882770,874042.26,C1129670968,12636,0,0,0
480,0.50158757,0,480,0.50158757,0,63,1,PAYMENT,2599.46,C885910946,874042.26,871442.79,M1860591867,0,0,0,0
479,0.50158757,0,479,0.50158757,0,64,1,DEBIT,4874.49,C811207775,153,0,C1971489295,253104,0,0,0
478,0.50158757,0,478,0.50158757,0,65,1,PAYMENT,6440.78,C1161148117,2192,0,M516875052,0,0,0,0
477,0.50158757,0,477,0.50158757,0,66,1,PAYMENT,4910.14,C1131592118,41551,36640.86,M589987187,0,0,0,0
475,0.50158757,0,475,0.50158757,0,67,1,PAYMENT,6444.64,C1262609629,12019,5574.36,M587180314,0,0,0,0
474,0.50158757,0,474,0.50158757,0,68,1,DEBIT,5149.66,C1955990522,4782,0,C1330106945,52752,24044.18,0,0
473,0.50158757,0,473,0.50158757,0,69,1,PAYMENT,7292.16,C69673470,216827,209534.84,M1082411691,0,0,0,0
472,0.50158757,0,472,0.50158757,0,70,1,CASH_OUT,47458.86,C527211736,209534.84,162075.98,C2096057945,52120,0,0,0
471,0.50158757,0,471,0.50158757,0,71,1,CASH_OUT,136872.92,C1533123860,162075.98,25203.05,C766572210,217806,0,0,0
470,0.50158757,0,470,0.50158757,0,72,1,CASH_OUT,94253.33,C1718906711,25203.05,0,C977993101,99773,965870.05,0,0
469,0.50158757,0,469,0.50158757,0,73,1,PAYMENT,2998.04,C71802912,12030,9031.96,M2134271532,0,0,0,0
468,0.50158757,0,468,0.50158757,0,74,1,PAYMENT,3454.08,C686349795,9031.96,5577.88,M1831010686,0,0,0,0
467,0.50158757,0,467,0.50158757,0,75,1,PAYMENT,4316.2,C1423768154,10999,6682.8,M404222443,0,0,0,0
466,0.50158757,0,466,0.50158757,0,76,1,PAYMENT,2131.84,C1987977423,224,0,M61073295,0,0,0,0
464,0.50158757,0,464,0.50158757,0,77,1,PAYMENT,12986.61,C807322507,23350,10363.39,M396485834,0,0,0,0
463,0.50158757,0,463,0.50158757,0,78,1,TRANSFER,42712.39,C283039401,10363.39,0,C1330106945,57901.66,24044.18,0,0
462,0.50158757,0,462,0.50158757,0,79,1,TRANSFER,77957.68,C207471778,0,0,C1761291320,94900,22233.65,0,0
461,0.50158757,0,461,0.50158757,0,80,1,TRANSFER,17231.46,C1243171897,0,0,C783286238,24672,0,0,0
460,0.50158757,0,460,0.50158757,0,81,1,TRANSFER,78766.03,C1376151044,0,0,C1749186397,103772,277515.05,0,0
459,0.50158757,0,459,0.50158757,0,82,1,TRANSFER,224606.64,C873175411,0,0,C766572210,354678.92,0,0,0
458,0.50158757,0,458,0.50158757,0,83,1,TRANSFER,125872.53,C1443967876,0,0,C392292416,348512,3420103.09,0,0
457,0.50158757,0,457,0.50158757,0,84,1,TRANSFER,379856.23,C1449772539,0,0,C1590550415,900180,1.92E+07,0,0
456,0.50158757,0,456,0.50158757,0,85,1,TRANSFER,1505626.01,C926859124,0,0,C665576141,29031,5515763.34,0,0
455,0.50158757,0,455,0.50158757,0,86,1,TRANSFER,554026.99,C1603696865,0,0,C766572210,579285.56,0,0,0
453,0.50158757,0,453,0.50158757,0,87,1,TRANSFER,147543.1,C12905860,0,0,C1359044626,223220,16518.36,0,0
452,0.50158757,0,452,0.50158757,0,88,1,TRANSFER,761507.39,C412788346,0,0,C1590550415,1280036.23,1.92E+07,0,0
451,0.50158757,0,451,0.50158757,0,89,1,TRANSFER,1429051.47,C1520267010,0,0,C1590550415,2041543.62,1.92E+07,0,0
450,0.50158757,0,450,0.50158757,0,90,1,TRANSFER,358831.92,C908084672,0,0,C392292416,474384.53,3420103.09,0,0
449,0.50158757,0,449,0.50158757,0,91,1,TRANSFER,367768.4,C288306765,0,0,C1359044626,370763.1,16518.36,0,0
448,0.50158757,0,448,0.50158757,0,92,1,TRANSFER,209711.11,C1556867940,0,0,C1509514333,399214.71,2415.16,0,0
447,0.50158757,0,447,0.50158757,0,93,1,TRANSFER,583848.46,C1839168128,0,0,C1286084959,667778,2107778.11,0,0
446,0.50158757,0,446,0.50158757,0,94,1,TRANSFER,1724887.05,C1495608502,0,0,C1590550415,3470595.1,1.92E+07,0,0
445,0.50158757,0,445,0.50158757,0,95,1,TRANSFER,710544.77,C835773569,0,0,C1359044626,738531.5,16518.36,0,0
444,0.50158757,0,444,0.50158757,0,96,1,TRANSFER,581294.26,C843299092,0,0,C1590550415,5195482.15,1.92E+07,0,0
441,0.50158757,0,441,0.50158757,0,97,1,TRANSFER,11996.58,C605982374,0,0,C1225616405,40255,0,0,0
440,0.50158757,0,440,0.50158757,0,98,1,PAYMENT,2875.1,C1412322831,15443,12567.9,M1651262695,0,0,0,0
439,0.50158757,0,439,0.50158757,0,99,1,PAYMENT,8586.98,C1305004711,3763,0,M494077446,0,0,0,0
438,0.50158757,0,438,0.50158757,0,100,1,PAYMENT,871.75,C1003206025,19869,18997.25,M989889899,0,0,0,0
437,0.50158757,0,437,0.50158757,0,101,1,PAYMENT,1035.36,C806813022,71636,70600.64,M902860396,0,0,0,0
436,0.50158757,0,436,0.50158757,0,102,1,PAYMENT,1063.53,C1406206626,83084,82020.47,M1816522350,0,0,0,0
435,0.50158757,0,435,0.50158757,0,103,1,PAYMENT,1019.9,C1799230133,204237,203217.1,M1521238608,0,0,0,0
434,0.50158757,0,434,0.50158757,0,104,1,PAYMENT,4059.38,C20156341,26304,22244.62,M1111897955,0,0,0,0
433,0.50158757,0,433,0.50158757,0,105,1,PAYMENT,1876.44,C1509309988,182,0,M1643141512,0,0,0,0
432,0.50158757,0,432,0.50158757,0,106,1,CASH_OUT,28404.6,C2091072548,0,0,C1282788025,51744,0,0,0
430,0.50158757,0,430,0.50158757,0,107,1,CASH_OUT,75405.1,C263053820,0,0,C1870252780,104209,46462.23,0,0
429,0.50158757,0,429,0.50158757,0,108,1,CASH_OUT,50101.88,C1740826931,0,0,C97730845,67684,9940339.29,0,0
428,0.50158757,0,428,0.50158757,0,109,1,CASH_OUT,14121.82,C69062746,0,0,C100555887,52679,10963.66,0,0
427,0.50158757,0,427,0.50158757,0,110,1,CASH_OUT,78292.91,C1631227617,0,0,C1983747920,121112,95508.95,0,0
426,0.50158757,0,426,0.50158757,0,111,1,CASH_OUT,176149.9,C24650043,0,0,C736709391,259813,46820.71,0,0
425,0.50158757,0,425,0.50158757,0,112,1,CASH_OUT,212228.35,C1896074070,0,0,C401424608,429747,1178808.14,0,0
424,0.50158757,0,424,0.50158757,0,113,1,CASH_OUT,85423.63,C460741164,0,0,C1590550415,5776776.41,1.92E+07,0,0
423,0.50158757,0,423,0.50158757,0,114,1,CASH_OUT,11648.5,C781091365,0,0,C985934102,260976,971418.91,0,0
422,0.50158757,0,422,0.50158757,0,115,1,PAYMENT,6165.58,C1858015030,20925,14759.42,M25764044,0,0,0,0
421,0.50158757,0,421,0.50158757,0,116,1,PAYMENT,3705.83,C671596011,41903.46,38197.63,M1925352804,0,0,0,0
419,0.50158757,0,419,0.50158757,0,117,1,CASH_OUT,419801.4,C1687354037,38197.63,0,C33524623,499962,1517262.16,0,0
418,0.50158757,0,418,0.50158757,0,118,1,CASH_OUT,335416.51,C743778731,144478,0,C575335780,295,52415.15,0,0
417,0.50158757,0,417,0.50158757,0,119,1,PAYMENT,3372.29,C967323951,41398,38025.71,M1600594643,0,0,0,0
416,0.50158757,0,416,0.50158757,0,120,1,PAYMENT,661.43,C743648472,14078,13416.57,M692998280,0,0,0,0
415,0.50158757,0,415,0.50158757,0,121,1,DEBIT,864.68,C1368862151,69836,68971.32,C20671747,12040,43691.09,0,0
414,0.50158757,0,414,0.50158757,0,122,1,PAYMENT,1203.44,C922807452,29941,28737.56,M33563464,0,0,0,0
413,0.50158757,0,413,0.50158757,0,123,1,TRANSFER,330757.04,C1494346128,103657,0,C564160838,79676,1254956.07,0,0
412,0.50158757,0,412,0.50158757,0,124,1,PAYMENT,1915.43,C822087264,11450,9534.57,M30699728,0,0,0,0
411,0.50158757,0,411,0.50158757,0,125,1,PAYMENT,8.73,C38603201,81313,81304.27,M1422273905,0,0,0,0
410,0.50158757,0,410,0.50158757,0,126,1,DEBIT,3058.8,C1694784135,18138,15079.2,C801197928,11054,8917.54,0,0
408,0.50158757,0,408,0.50158757,0,127,1,PAYMENT,5154.97,C1207231495,9476,4321.03,M756936249,0,0,0,0
407,0.50158757,0,407,0.50158757,0,128,1,PAYMENT,5213.25,C1221981006,36380,31166.75,M264394929,0,0,0,0
406,0.50158757,0,406,0.50158757,0,129,1,PAYMENT,5392.75,C1878413714,50757,45364.25,M769132147,0,0,0,0
405,0.50158757,0,405,0.50158757,0,130,1,PAYMENT,25.12,C1257299717,61663,61637.88,M1474957626,0,0,0,0
404,0.50158757,0,404,0.50158757,0,131,1,PAYMENT,17150.89,C181252244,61637.88,44486.99,M1733022752,0,0,0,0
403,0.50158757,0,403,0.50158757,0,132,1,TRANSFER,679502.24,C722417467,290,0,C451111351,171866,3940085.21,0,0
402,0.50158757,0,402,0.50158757,0,133,1,TRANSFER,177652.91,C753631393,23720,0,C716157500,55,4894.45,0,0
401,0.50158757,0,401,0.50158757,0,134,1,PAYMENT,5443.26,C1262869688,236997,231553.74,M1914108708,0,0,0,0
400,0.50158757,0,400,0.50158757,0,135,1,PAYMENT,244.87,C544386226,257978.49,257733.62,M1357700757,0,0,0,0
399,0.50158757,0,399,0.50158757,0,136,1,PAYMENT,8281.57,C900298796,257733.62,249452.05,M1889757798,0,0,0,0
397,0.50158757,0,397,0.50158757,0,137,1,PAYMENT,1175.59,C1166106620,20509,19333.41,M1932470703,0,0,0,0
396,0.50158757,0,396,0.50158757,0,138,1,PAYMENT,1097.74,C221861886,24866,23768.26,M1713568869,0,0,0,0
395,0.50158757,0,395,0.50158757,0,139,1,TRANSFER,184986.8,C697508322,39588,0,C1688019098,52340,97263.78,0,0
394,0.50158757,0,394,0.50158757,0,140,1,PAYMENT,1718.29,C603658030,117811,116092.71,M1689924104,0,0,0,0
393,0.50158757,0,393,0.50158757,0,141,1,PAYMENT,3671.32,C361380654,100094,96422.68,M631673932,0,0,0,0
392,0.50158757,0,392,0.50158757,0,142,1,DEBIT,3580.26,C1579132337,2565,0,C1321640594,21185,18910.85,0,0
391,0.50158757,0,391,0.50158757,0,143,1,PAYMENT,8550.9,C1795225096,40060,31509.1,M790094605,0,0,0,0
390,0.50158757,0,390,0.50158757,0,144,1,PAYMENT,9753.55,C1048712791,60829,51075.45,M487792155,0,0,0,0
389,0.50158757,0,389,0.50158757,0,145,1,PAYMENT,3026.98,C1909398279,31139,28112.02,M1632670136,0,0,0,0
388,0.50158757,0,388,0.50158757,0,146,1,CASH_OUT,467177.03,C1338905451,28112.02,0,C1170794006,975121,22190.99,0,0
386,0.50158757,0,386,0.50158757,0,147,1,DEBIT,3875.99,C1252540239,259138,255262.01,C1509514333,608925.82,2415.16,0,0
385,0.50158757,0,385,0.50158757,0,148,1,PAYMENT,2148.89,C1136005694,31213,29064.11,M638486177,0,0,0,0
384,0.50158757,0,384,0.50158757,0,149,1,PAYMENT,466.97,C426019904,80030,79563.03,M314411620,0,0,0,0
383,0.50158757,0,383,0.50158757,0,150,1,CASH_OUT,154139.72,C1642679791,79563.03,0,C564160838,410433.04,1254956.07,0,0
382,0.50158757,0,382,0.50158757,0,151,1,CASH_OUT,82685.93,C855700733,0,0,C392292416,833216.44,3420103.09,0,0
381,0.50158757,0,381,0.50158757,0,152,1,CASH_OUT,83857.23,C247162961,0,0,C1297685781,215457.59,16997.22,0,0
380,0.50158757,0,380,0.50158757,0,153,1,CASH_OUT,99109.77,C1890266440,0,0,C1297685781,299314.82,16997.22,0,0
379,0.50158757,0,379,0.50158757,0,154,1,CASH_OUT,187726.67,C1527152775,0,0,C747464370,190573,1567434.81,0,0
378,0.50158757,0,378,0.50158757,0,155,1,CASH_OUT,281339.92,C1863655430,0,0,C1509514333,612801.81,2415.16,0,0
377,0.50158757,0,377,0.50158757,0,156,1,CASH_OUT,186447.51,C976827477,0,0,C1590550415,5862200.03,1.92E+07,0,0
375,0.50158757,0,375,0.50158757,0,157,1,CASH_OUT,81029.86,C324112183,0,0,C288665596,105343,8496.61,0,0
374,0.50158757,0,374,0.50158757,0,158,1,CASH_OUT,139054.95,C2092709730,0,0,C1749186397,182538.03,277515.05,0,0
373,0.50158757,0,373,0.50158757,0,159,1,CASH_OUT,154716.2,C980364771,0,0,C453211571,187433,3461666.05,0,0
372,0.50158757,0,372,0.50158757,0,160,1,CASH_OUT,53631.83,C1233595751,0,0,C757108857,83244,0,0,0
371,0.50158757,0,371,0.50158757,0,161,1,CASH_OUT,289645.52,C1446001495,0,0,C1023714065,871442.79,1412484.09,0,0
370,0.50158757,0,370,0.50158757,0,162,1,CASH_OUT,267148.82,C1261044180,0,0,C401424608,641975.35,1178808.14,0,0
369,0.50158757,0,369,0.50158757,0,163,1,CASH_OUT,47913.58,C141110631,0,0,C240650537,51304,0,0,0
368,0.50158757,0,368,0.50158757,0,164,1,CASH_OUT,193605.38,C2029372696,0,0,C1971489295,249452.05,0,0,0
367,0.50158757,0,367,0.50158757,0,165,1,CASH_OUT,344464.4,C793293778,0,0,C766572210,1133312.56,0,0,0
366,0.50158757,0,366,0.50158757,0,166,1,CASH_OUT,169409.87,C888611662,0,0,C401424608,909124.16,1178808.14,0,0
364,0.50158757,0,364,0.50158757,0,167,1,CASH_OUT,25793.74,C1966355106,0,0,C476800120,215312.31,49864.36,0,0
363,0.50158757,0,363,0.50158757,0,168,1,CASH_OUT,114712.48,C599782425,0,0,C1209271652,145400,0,0,0
362,0.50158757,0,362,0.50158757,0,169,1,CASH_OUT,89038.75,C1233327519,0,0,C2083562754,189808,1186556.81,0,0
361,0.50158757,0,361,0.50158757,0,170,1,CASH_OUT,1341.58,C1155769010,0,0,C557041912,80341,557537.26,0,0
360,0.50158757,0,360,0.50158757,0,171,1,CASH_OUT,44443.08,C269892014,0,0,C1590550415,6048647.54,1.92E+07,0,0
